1000,0.01,10,0.31339256094249046
1000,0.01,100,0.688886134440287
1000,0.01,1000,0.7285576558945082
1000,0.1,10,0.2885209815249744
1000,0.1,100,0.649087429585606
1000,0.1,1000,0.6939154222622566
1000,1.0,10,0.26376750100149604
1000,1.0,100,0.6012761408648548
1000,1.0,1000,0.5750328648782241
10000,0.01,10,0.8414517001625219
10000,0.01,100,0.9572176809868679
10000,0.01,1000,0.958458320605008
10000,0.1,10,0.8666785479255467
10000,0.1,100,0.9462828651959204
10000,0.1,1000,0.9470211619696847
10000,1.0,10,0.8168503472155781
10000,1.0,100,0.9070825179543125
10000,1.0,1000,0.9432391017282676
100000,0.01,10,0.917603269095938
100000,0.01,100,0.9849858951294982
100000,0.01,1000,0.9815397318880246
100000,0.1,10,0.9794337625840724
100000,0.1,100,0.9850355687350587
100000,0.1,1000,0.9901927079162222
100000,1.0,10,0.9767198007199436
100000,1.0,100,0.9612769517364363
100000,1.0,1000,0.9908054503411234
